question_id,db_id,question,gold_sql,JOIN,GROUP_BY,HAVING,categories,category_signature,parse_error
731,superhero,How many superheroes did DC Comics publish?,SELECT COUNT(T1.id) FROM superhero AS T1 INNER JOIN publisher AS T2 ON T1.publisher_id = T2.id WHERE T2.publisher_name = 'DC Comics',True,False,False,['JOIN'],JOIN,
732,superhero,Which publisher published the slowest superhero?,SELECT T2.publisher_name FROM superhero AS T1 INNER JOIN publisher AS T2 ON T1.publisher_id = T2.id INNER JOIN hero_attribute AS T3 ON T1.id = T3.hero_id INNER JOIN attribute AS T4 ON T3.attribute_id = T4.id WHERE T4.attribute_name = 'Speed' ORDER BY T3.attribute_value LIMIT 1,True,False,False,['JOIN'],JOIN,
733,superhero,How many gold-eyed superheroes did Marvel Comics publish?,SELECT COUNT(T1.id) FROM superhero AS T1 INNER JOIN publisher AS T2 ON T1.publisher_id = T2.id INNER JOIN colour AS T3 ON T1.eye_colour_id = T3.id WHERE T2.publisher_name = 'Marvel Comics' AND T3.colour = 'Gold',True,False,False,['JOIN'],JOIN,
734,superhero,What is the publisher's name of Blue Beetle II?,SELECT T2.publisher_name FROM superhero AS T1 INNER JOIN publisher AS T2 ON T1.publisher_id = T2.id WHERE T1.superhero_name = 'Blue Beetle II',True,False,False,['JOIN'],JOIN,
735,superhero,How many superheroes with blonde hair are there?,SELECT COUNT(T1.id) FROM superhero AS T1 INNER JOIN colour AS T2 ON T1.hair_colour_id = T2.id WHERE T2.colour = 'Blond',True,False,False,['JOIN'],JOIN,
736,superhero,Who is the dumbest superhero?,SELECT T1.superhero_name FROM superhero AS T1 INNER JOIN hero_attribute AS T2 ON T1.id = T2.hero_id INNER JOIN attribute AS T3 ON T2.attribute_id = T3.id WHERE T3.attribute_name = 'Intelligence' ORDER BY T2.attribute_value LIMIT 1,True,False,False,['JOIN'],JOIN,
737,superhero,What is Copycat's race?,SELECT T2.race FROM superhero AS T1 INNER JOIN race AS T2 ON T1.race_id = T2.id WHERE T1.superhero_name = 'Copycat',True,False,False,['JOIN'],JOIN,
738,superhero,Which superheroes have a durability attribute value of less than 50?,SELECT superhero_name FROM superhero AS T1 WHERE EXISTS (SELECT 1 FROM hero_attribute AS T2 INNER JOIN attribute AS T3 ON T2.attribute_id = T3.id WHERE T3.attribute_name = 'Durability' AND T2.attribute_value < 50 AND T1.id = T2.hero_id),True,False,False,['JOIN'],JOIN,
739,superhero,What are the names of the superheroes with the power of death touch?,SELECT T1.superhero_name FROM superhero AS T1 INNER JOIN hero_power AS T2 ON T1.id = T2.hero_id INNER JOIN superpower AS T3 ON T2.power_id = T3.id WHERE T3.power_name = 'Death Touch',True,False,False,['JOIN'],JOIN,
740,superhero,How many female superheroes have a strength value of 100?,SELECT COUNT(T1.id) FROM superhero AS T1 INNER JOIN hero_attribute AS T2 ON T1.id = T2.hero_id INNER JOIN attribute AS T3 ON T2.attribute_id = T3.id INNER JOIN gender AS T4 ON T1.gender_id = T4.id WHERE T3.attribute_name = 'Strength' AND T2.attribute_value = 100 AND T4.gender = 'Female',True,False,False,['JOIN'],JOIN,
741,superhero,What is the name of the superhero that has the most powers?,SELECT T1.superhero_name FROM superhero AS T1 INNER JOIN hero_power AS T2 ON T1.id = T2.hero_id GROUP BY T1.superhero_name ORDER BY COUNT(T2.hero_id) DESC LIMIT 1,True,True,False,"['JOIN', 'GROUP_BY']",JOIN+GROUP_BY,
742,superhero,How many vampire superheroes are there?,SELECT COUNT(T1.superhero_name) FROM superhero AS T1 INNER JOIN race AS T2 ON T1.race_id = T2.id WHERE T2.race = 'Vampire',True,False,False,['JOIN'],JOIN,
743,superhero,What is the percentage of superheroes who act in their own self-interest or make decisions based on their own moral code? Indicate how many of the said superheroes were published by Marvel Comics.,"SELECT (CAST(COUNT(*) AS REAL) * 100 / (SELECT COUNT(*) FROM superhero)), CAST(SUM(CASE WHEN T2.publisher_name = 'Marvel Comics' THEN 1 ELSE 0 END) AS REAL) FROM superhero AS T1 INNER JOIN publisher AS T2 ON T1.publisher_id = T2.id INNER JOIN alignment AS T3 ON T3.id = T1.alignment_id WHERE T3.alignment = 'Bad'",True,False,False,['JOIN'],JOIN,
744,superhero,"Between DC and Marvel Comics, which publisher has published more superheroes? Find the difference in the number of superheroes they have published.",SELECT SUM(CASE WHEN T2.publisher_name = 'Marvel Comics' THEN 1 ELSE 0 END) - SUM(CASE WHEN T2.publisher_name = 'DC Comics' THEN 1 ELSE 0 END) FROM superhero AS T1 INNER JOIN publisher AS T2 ON T1.publisher_id = T2.id,True,False,False,['JOIN'],JOIN,
745,superhero,Give the publisher ID of Star Trek.,SELECT id FROM publisher WHERE publisher_name = 'Star Trek',False,False,False,[],NONE,
746,superhero,Calculate the average attribute value of all superheroes.,SELECT AVG(attribute_value) FROM hero_attribute,False,False,False,[],NONE,
747,superhero,What is the total number of superheroes without full name?,SELECT COUNT(id) FROM superhero WHERE full_name IS NULL,False,False,False,[],NONE,
748,superhero,What is the eye colour of superhero with superhero ID 75?,SELECT T2.colour FROM superhero AS T1 INNER JOIN colour AS T2 ON T1.eye_colour_id = T2.id WHERE T1.id = 75,True,False,False,['JOIN'],JOIN,
749,superhero,Provide the superpowers of the superhero called Deathlok.,SELECT T3.power_name FROM superhero AS T1 INNER JOIN hero_power AS T2 ON T1.id = T2.hero_id INNER JOIN superpower AS T3 ON T2.power_id = T3.id WHERE T1.superhero_name = 'Deathlok',True,False,False,['JOIN'],JOIN,
750,superhero,What is the average weight of all female superheroes?,SELECT AVG(T1.weight_kg) FROM superhero AS T1 INNER JOIN gender AS T2 ON T1.gender_id = T2.id WHERE T2.gender = 'Female',True,False,False,['JOIN'],JOIN,
751,superhero,List down at least five superpowers of male superheroes.,SELECT T3.power_name FROM superhero AS T1 INNER JOIN hero_power AS T2 ON T1.id = T2.hero_id INNER JOIN superpower AS T3 ON T3.id = T2.power_id INNER JOIN gender AS T4 ON T4.id = T1.gender_id WHERE T4.gender = 'Male' LIMIT 5,True,False,False,['JOIN'],JOIN,
752,superhero,Give the name of the alien superheroes.,SELECT T1.superhero_name FROM superhero AS T1 INNER JOIN race AS T2 ON T1.race_id = T2.id WHERE T2.race = 'Alien',True,False,False,['JOIN'],JOIN,
753,superhero,"Among the superheroes with height from 170 to 190, list the names of the superheroes with no eye color.",SELECT DISTINCT T1.superhero_name FROM superhero AS T1 INNER JOIN colour AS T2 ON T1.eye_colour_id = T2.id WHERE T1.height_cm BETWEEN 170 AND 190 AND T2.colour = 'No Colour',True,False,False,['JOIN'],JOIN,
754,superhero,What is the superpower of hero ID 56?,SELECT T2.power_name FROM hero_power AS T1 INNER JOIN superpower AS T2 ON T1.power_id = T2.id WHERE T1.hero_id = 56,True,False,False,['JOIN'],JOIN,
755,superhero,List down at least five full name of Demi-God superheroes.,SELECT T1.full_name FROM superhero AS T1 INNER JOIN race AS T2 ON T1.race_id = T2.id WHERE T2.race = 'Demi-God',True,False,False,['JOIN'],JOIN,
756,superhero,How many bad superheroes are there?,SELECT COUNT(T1.id) FROM superhero AS T1 INNER JOIN alignment AS T2 ON T1.alignment_id = T2.id WHERE T2.alignment = 'Bad',True,False,False,['JOIN'],JOIN,
757,superhero,Identify the race of the superhero who weighed 169 kg.,SELECT T2.race FROM superhero AS T1 INNER JOIN race AS T2 ON T1.race_id = T2.id WHERE T1.weight_kg = 169,True,False,False,['JOIN'],JOIN,
758,superhero,Provide the hair colour of the human superhero who is 185 cm tall.,SELECT DISTINCT T3.colour FROM superhero AS T1 INNER JOIN race AS T2 ON T1.race_id = T2.id INNER JOIN colour AS T3 ON T1.hair_colour_id = T3.id WHERE T1.height_cm = 185 AND T2.race = 'Human',True,False,False,['JOIN'],JOIN,
759,superhero,What is the eye clolour of the heaviest superhero?,SELECT T2.colour FROM superhero AS T1 INNER JOIN colour AS T2 ON T1.eye_colour_id = T2.id ORDER BY T1.weight_kg DESC LIMIT 1,True,False,False,['JOIN'],JOIN,
760,superhero,"In superheroes with height between 150 to 180, what is the percentage of heroes published by Marvel Comics?",SELECT CAST(COUNT(CASE WHEN T2.publisher_name = 'Marvel Comics' THEN 1 ELSE NULL END) AS REAL) * 100 / COUNT(T1.id) FROM superhero AS T1 INNER JOIN publisher AS T2 ON T1.publisher_id = T2.id WHERE T1.height_cm BETWEEN 150 AND 180,True,False,False,['JOIN'],JOIN,
761,superhero,"Among the male superheroes, list the super hero names of superheroes with weight greater than the 79% average weight of all superheroes.",SELECT T1.superhero_name FROM superhero AS T1 INNER JOIN gender AS T2 ON T1.gender_id = T2.id WHERE T2.gender = 'Male' AND T1.weight_kg * 100 > ( SELECT AVG(weight_kg) FROM superhero ) * 79,True,False,False,['JOIN'],JOIN,
762,superhero,Which power do superheroes have the most of?,SELECT T2.power_name FROM hero_power AS T1 INNER JOIN superpower AS T2 ON T1.power_id = T2.id GROUP BY T2.power_name ORDER BY COUNT(T1.hero_id) DESC LIMIT 1,True,True,False,"['JOIN', 'GROUP_BY']",JOIN+GROUP_BY,
763,superhero,Indicate the attribute value of superhero Abomination.,SELECT T2.attribute_value FROM superhero AS T1 INNER JOIN hero_attribute AS T2 ON T1.id = T2.hero_id WHERE T1.superhero_name = 'Abomination',True,False,False,['JOIN'],JOIN,
764,superhero,What are the superpowers of heroes with ID 1?,SELECT DISTINCT T2.power_name FROM hero_power AS T1 INNER JOIN superpower AS T2 ON T1.power_id = T2.id WHERE T1.hero_id = 1,True,False,False,['JOIN'],JOIN,
765,superhero,How many heroes have stealth power?,SELECT COUNT(T1.hero_id) FROM hero_power AS T1 INNER JOIN superpower AS T2 ON T1.power_id = T2.id WHERE T2.power_name = 'Stealth',True,False,False,['JOIN'],JOIN,
766,superhero,What is the hero's full name with the highest attribute in strength?,SELECT T1.full_name FROM superhero AS T1 INNER JOIN hero_attribute AS T2 ON T1.id = T2.hero_id INNER JOIN attribute AS T3 ON T2.attribute_id = T3.id WHERE T3.attribute_name = 'Strength' ORDER BY T2.attribute_value DESC LIMIT 1,True,False,False,['JOIN'],JOIN,
767,superhero,What is the average of superheroes with no skin colour?,SELECT CAST(COUNT(*) AS REAL) / SUM(CASE WHEN T2.id = 1 THEN 1 ELSE 0 END) FROM superhero AS T1 INNER JOIN colour AS T2 ON T1.skin_colour_id = T2.id,True,False,False,['JOIN'],JOIN,
768,superhero,How many superheroes were published by Dark Horse Comics?,SELECT COUNT(T1.id) FROM superhero AS T1 INNER JOIN publisher AS T2 ON T1.publisher_id = T2.id WHERE T2.publisher_name = 'Dark Horse Comics',True,False,False,['JOIN'],JOIN,
769,superhero,Which superhero has the most durability published by Dark Horse Comics?,SELECT T1.superhero_name FROM superhero AS T1 INNER JOIN hero_attribute AS T2 ON T1.id = T2.hero_id INNER JOIN attribute AS T3 ON T3.id = T2.attribute_id INNER JOIN publisher AS T4 ON T4.id = T1.publisher_id WHERE T4.publisher_name = 'Dark Horse Comics' AND T3.attribute_name = 'Durability' ORDER BY T2.attribute_value DESC LIMIT 1,True,False,False,['JOIN'],JOIN,
770,superhero,What is the eyes colour of Abraham Sapien?,SELECT T2.colour FROM superhero AS T1 INNER JOIN colour AS T2 ON T1.eye_colour_id = T2.id WHERE T1.full_name = 'Abraham Sapien',True,False,False,['JOIN'],JOIN,
771,superhero,List the name of superheroes with flight power.,SELECT T1.superhero_name FROM superhero AS T1 INNER JOIN hero_power AS T2 ON T1.id = T2.hero_id INNER JOIN superpower AS T3 ON T2.power_id = T3.id WHERE T3.power_name = 'Flight',True,False,False,['JOIN'],JOIN,
772,superhero,"List the eyes, hair and skin colour of all female superheroes published by Dark Horse Comics.","SELECT T1.eye_colour_id, T1.hair_colour_id, T1.skin_colour_id FROM superhero AS T1 INNER JOIN publisher AS T2 ON T2.id = T1.publisher_id INNER JOIN gender AS T3 ON T3.id = T1.gender_id WHERE T2.publisher_name = 'Dark Horse Comics' AND T3.gender = 'Female'",True,False,False,['JOIN'],JOIN,
773,superhero,"Which superhero has the same eyes, hair and skin colour? Indicate the publisher of the superhero.","SELECT T1.superhero_name, T2.publisher_name FROM superhero AS T1 INNER JOIN publisher AS T2 ON T1.publisher_id = T2.id WHERE T1.eye_colour_id = T1.hair_colour_id AND T1.eye_colour_id = T1.skin_colour_id",True,False,False,['JOIN'],JOIN,
774,superhero,Which group does superhero A-Bomb belong to?,SELECT T2.race FROM superhero AS T1 INNER JOIN race AS T2 ON T1.race_id = T2.id WHERE T1.superhero_name = 'A-Bomb',True,False,False,['JOIN'],JOIN,
775,superhero,What is the percentage of blue female superheroes among all female superheroes?,SELECT CAST(COUNT(CASE WHEN T3.colour = 'Blue' THEN T1.id ELSE NULL END) AS REAL) * 100 / COUNT(T1.id) FROM superhero AS T1 INNER JOIN gender AS T2 ON T1.gender_id = T2.id INNER JOIN colour AS T3 ON T1.skin_colour_id = T3.id WHERE T2.gender = 'Female',True,False,False,['JOIN'],JOIN,
776,superhero,Provide the hero name and race of Charles Chandler.,"SELECT T1.superhero_name, T2.race FROM superhero AS T1 INNER JOIN race AS T2 ON T1.race_id = T2.id WHERE T1.full_name = 'Charles Chandler'",True,False,False,['JOIN'],JOIN,
777,superhero,What is the gender of Agent 13 hero?,SELECT T2.gender FROM superhero AS T1 INNER JOIN gender AS T2 ON T1.gender_id = T2.id WHERE T1.superhero_name = 'Agent 13',True,False,False,['JOIN'],JOIN,
778,superhero,Provide superheroes' names who have the adaptation power.,SELECT T1.superhero_name FROM superhero AS T1 INNER JOIN hero_power AS T2 ON T1.id = T2.hero_id INNER JOIN superpower AS T3 ON T2.power_id = T3.id WHERE T3.power_name = 'Adaptation',True,False,False,['JOIN'],JOIN,
779,superhero,How many powers does Amazo hero have?,SELECT COUNT(T1.power_id) FROM hero_power AS T1 INNER JOIN superhero AS T2 ON T1.hero_id = T2.id WHERE T2.superhero_name = 'Amazo',True,False,False,['JOIN'],JOIN,
780,superhero,List the powers of Hunter Zolomon.,SELECT T3.power_name FROM superhero AS T1 INNER JOIN hero_power AS T2 ON T1.id = T2.hero_id INNER JOIN superpower AS T3 ON T2.power_id = T3.id WHERE T1.full_name = 'Hunter Zolomon',True,False,False,['JOIN'],JOIN,
781,superhero,Provide the heights of the heroes whose eye colours are amber.,SELECT T1.height_cm FROM superhero AS T1 INNER JOIN colour AS T2 ON T1.eye_colour_id = T2.id WHERE T2.colour = 'Amber',True,False,False,['JOIN'],JOIN,
782,superhero,List the heroes' names whose eyes and hair colours are both black.,SELECT T1.superhero_name FROM superhero AS T1 INNER JOIN colour AS T2 ON T1.eye_colour_id = T2.id AND T1.hair_colour_id = T2.id WHERE T2.colour = 'Black',True,False,False,['JOIN'],JOIN,
783,superhero,Provide the eye colours of the heroes whose skin colours are gold.,SELECT T2.colour FROM superhero AS T1 INNER JOIN colour AS T2 ON T1.eye_colour_id = T2.id INNER JOIN colour AS T3 ON T1.skin_colour_id = T3.id WHERE T3.colour = 'Gold',True,False,False,['JOIN'],JOIN,
784,superhero,Provide the full names of vampire heroes.,SELECT T1.full_name FROM superhero AS T1 INNER JOIN race AS T2 ON T1.race_id = T2.id WHERE T2.race = 'Vampire',True,False,False,['JOIN'],JOIN,
785,superhero,Describe the names of neutral alignment superheroes.,SELECT T1.superhero_name FROM superhero AS T1 INNER JOIN alignment AS T2 ON T1.alignment_id = T2.id WHERE T2.alignment = 'Neutral',True,False,False,['JOIN'],JOIN,
786,superhero,How many heroes have the highest attribute value in strength?,SELECT COUNT(T1.hero_id) FROM hero_attribute AS T1 INNER JOIN attribute AS T2 ON T1.attribute_id = T2.id WHERE T2.attribute_name = 'Strength' AND T1.attribute_value = ( SELECT MAX(attribute_value) FROM hero_attribute ),True,False,False,['JOIN'],JOIN,
787,superhero,What are the race and alignment of Cameron Hicks?,"SELECT T2.race, T3.alignment FROM superhero AS T1 INNER JOIN race AS T2 ON T1.race_id = T2.id INNER JOIN alignment AS T3 ON T1.alignment_id = T3.id WHERE T1.superhero_name = 'Cameron Hicks'",True,False,False,['JOIN'],JOIN,
788,superhero,How many percent of female heroes were published by Marvel Comics?,SELECT CAST(COUNT(CASE WHEN T2.publisher_name = 'Marvel Comics' THEN 1 ELSE NULL END) AS REAL) * 100 / COUNT(T1.id) FROM superhero AS T1 INNER JOIN publisher AS T2 ON T1.publisher_id = T2.id INNER JOIN gender AS T3 ON T1.gender_id = T3.id WHERE T3.gender = 'Female',True,False,False,['JOIN'],JOIN,
789,superhero,Find the average weight of the heroes who are aliens.,SELECT CAST(SUM(T1.weight_kg) AS REAL) / COUNT(T1.id) FROM superhero AS T1 INNER JOIN race AS T2 ON T1.race_id = T2.id WHERE T2.race = 'Alien',True,False,False,['JOIN'],JOIN,
790,superhero,Calculate the difference between Emil Blonsky's weight and Charles Chandler's weight.,SELECT ( SELECT weight_kg FROM superhero WHERE full_name LIKE 'Emil Blonsky' ) - ( SELECT weight_kg FROM superhero WHERE full_name LIKE 'Charles Chandler' ) AS CALCULATE,False,False,False,[],NONE,
791,superhero,Calculate the average height for each superhero.,SELECT CAST(SUM(height_cm) AS REAL) / COUNT(id) FROM superhero,False,False,False,[],NONE,
792,superhero,What is Abomination's superpower?,SELECT T3.power_name FROM superhero AS T1 INNER JOIN hero_power AS T2 ON T1.id = T2.hero_id INNER JOIN superpower AS T3 ON T2.power_id = T3.id WHERE T1.superhero_name = 'Abomination',True,False,False,['JOIN'],JOIN,
793,superhero,"Among the superheroes with the race of god/eternal, how many of them are male",SELECT COUNT(*) FROM superhero AS T1 INNER JOIN race AS T2 ON T1.race_id = T2.id INNER JOIN gender AS T3 ON T3.id = T1.gender_id WHERE T1.race_id = 21 AND T1.gender_id = 1,True,False,False,['JOIN'],JOIN,
794,superhero,Which hero was the fastest?,SELECT T1.superhero_name FROM superhero AS T1 INNER JOIN hero_attribute AS T2 ON T1.id = T2.hero_id INNER JOIN attribute AS T3 ON T2.attribute_id = T3.id WHERE T3.attribute_name = 'Speed' ORDER BY T2.attribute_value DESC LIMIT 1,True,False,False,['JOIN'],JOIN,
795,superhero,How many superheroes have a neutral alignment?,SELECT COUNT(T1.id) FROM superhero AS T1 INNER JOIN alignment AS T2 ON T1.alignment_id = T2.id WHERE T2.alignment = 'Neutral',True,False,False,['JOIN'],JOIN,
796,superhero,State all of 3-D Man's attributes along with their values.,"SELECT T3.attribute_name, T2.attribute_value FROM superhero AS T1 INNER JOIN hero_attribute AS T2 ON T1.id = T2.hero_id INNER JOIN attribute AS T3 ON T2.attribute_id = T3.id WHERE T1.superhero_name = '3-D Man'",True,False,False,['JOIN'],JOIN,
797,superhero,Which superheroes have blue eyes with brown hair?,SELECT T1.superhero_name FROM superhero AS T1 INNER JOIN colour AS T2 ON T1.eye_colour_id = T2.id INNER JOIN colour AS T3 ON T1.hair_colour_id = T3.id WHERE T2.colour = 'Blue' AND T3.colour = 'Brown',True,False,False,['JOIN'],JOIN,
798,superhero,"What is the publisher for Hawkman, Karate Kid and Speedy?","SELECT T2.publisher_name FROM superhero AS T1 INNER JOIN publisher AS T2 ON T1.publisher_id = T2.id WHERE T1.superhero_name IN ('Hawkman', 'Karate Kid', 'Speedy')",True,False,False,['JOIN'],JOIN,
799,superhero,How many superheroes didn't have any publisher?,SELECT COUNT(T1.id) FROM superhero AS T1 INNER JOIN publisher AS T2 ON T1.publisher_id = T2.id WHERE T2.id = 1,True,False,False,['JOIN'],JOIN,
800,superhero,Calculate the percentage of superheroes with blue eyes.,SELECT CAST(COUNT(CASE WHEN T2.colour = 'Blue' THEN 1 ELSE NULL END) AS REAL) * 100 / COUNT(T1.id) FROM superhero AS T1 INNER JOIN colour AS T2 ON T1.eye_colour_id = T2.id,True,False,False,['JOIN'],JOIN,
801,superhero,Find the ratio between male superheroes and female superheroes.,SELECT CAST(COUNT(CASE WHEN T2.gender = 'Male' THEN T1.id ELSE NULL END) AS REAL) / COUNT(CASE WHEN T2.gender = 'Female' THEN T1.id ELSE NULL END) FROM superhero AS T1 INNER JOIN gender AS T2 ON T1.gender_id = T2.id,True,False,False,['JOIN'],JOIN,
802,superhero,Who is the tallest superhero?,SELECT superhero_name FROM superhero ORDER BY height_cm DESC LIMIT 1,False,False,False,[],NONE,
803,superhero,What is the power ID of cryokinesis?,SELECT id FROM superpower WHERE power_name = 'Cryokinesis',False,False,False,[],NONE,
804,superhero,Provide the name of superhero with superhero ID 294.,SELECT superhero_name FROM superhero WHERE id = 294,False,False,False,[],NONE,
805,superhero,List the full names of superheroes with missing weight.,SELECT DISTINCT full_name FROM superhero WHERE full_name IS NOT NULL AND (weight_kg IS NULL OR weight_kg = 0),False,False,False,[],NONE,
806,superhero,Provide the eye colour of the superhero who has Karen Beecher-Duncan as their full name.,SELECT T2.colour FROM superhero AS T1 INNER JOIN colour AS T2 ON T1.eye_colour_id = T2.id WHERE T1.full_name = 'Karen Beecher-Duncan',True,False,False,['JOIN'],JOIN,
807,superhero,What is the superpowers of the superhero has Helen Parr as their full name?,SELECT T3.power_name FROM superhero AS T1 INNER JOIN hero_power AS T2 ON T1.id = T2.hero_id INNER JOIN superpower AS T3 ON T2.power_id = T3.id WHERE T1.full_name = 'Helen Parr',True,False,False,['JOIN'],JOIN,
808,superhero,Find the race of the superhero who weighs 108kg and is 188cm tall.,SELECT DISTINCT T2.race FROM superhero AS T1 INNER JOIN race AS T2 ON T1.race_id = T2.id WHERE T1.weight_kg = 108 AND T1.height_cm = 188,True,False,False,['JOIN'],JOIN,
809,superhero,What is the publisher name of the superhero ID 38?,SELECT T2.publisher_name FROM superhero AS T1 INNER JOIN publisher AS T2 ON T1.publisher_id = T2.id WHERE T1.id = 38,True,False,False,['JOIN'],JOIN,
810,superhero,What is the race of the superhero with maximum attribute value?,SELECT T3.race FROM superhero AS T1 INNER JOIN hero_attribute AS T2 ON T1.id = T2.hero_id INNER JOIN race AS T3 ON T1.race_id = T3.id ORDER BY T2.attribute_value DESC LIMIT 1,True,False,False,['JOIN'],JOIN,
811,superhero,Give the alignment and superpowers of the superhero named Atom IV.,"SELECT T4.alignment, T3.power_name FROM superhero AS T1 INNER JOIN hero_power AS T2 ON T1.id = T2.hero_id INNER JOIN superpower AS T3 ON T3.id = T2.power_id INNER JOIN alignment AS T4 ON T1.alignment_id = T4.id WHERE T1.superhero_name = 'Atom IV'",True,False,False,['JOIN'],JOIN,
812,superhero,List down at least five full names of superheroes with blue eyes.,SELECT T1.superhero_name FROM superhero AS T1 INNER JOIN colour AS T2 ON T1.eye_colour_id = T2.id WHERE T2.colour = 'Blue' LIMIT 5,True,False,False,['JOIN'],JOIN,
813,superhero,Calculate the average attribute value of all neutral superheroes.,SELECT AVG(T1.attribute_value) FROM hero_attribute AS T1 INNER JOIN superhero AS T2 ON T1.hero_id = T2.id INNER JOIN alignment AS T3 ON T2.alignment_id = T3.id WHERE T3.alignment = 'Neutral',True,False,False,['JOIN'],JOIN,
814,superhero,List the skin colour of the superheroes with 100 attribute value.,SELECT DISTINCT T2.colour FROM superhero AS T1 INNER JOIN colour AS T2 ON T1.skin_colour_id = T2.id INNER JOIN hero_attribute AS T3 ON T1.id = T3.hero_id WHERE T3.attribute_value = 100,True,False,False,['JOIN'],JOIN,
815,superhero,Count the good female superheroes.,SELECT COUNT(T1.id) FROM superhero AS T1 INNER JOIN alignment AS T2 ON T1.alignment_id = T2.id INNER JOIN gender AS T3 ON T1.gender_id = T3.id WHERE T2.alignment = 'Good' AND T3.gender = 'Female',True,False,False,['JOIN'],JOIN,
816,superhero,Provide the names of superheroes with attribute value between 75 to 80.,SELECT T1.superhero_name FROM superhero AS T1 INNER JOIN hero_attribute AS T2 ON T1.id = T2.hero_id WHERE T2.attribute_value BETWEEN 75 AND 80,True,False,False,['JOIN'],JOIN,
817,superhero,Give the race of the blue-haired male superhero.,SELECT T3.race FROM superhero AS T1 INNER JOIN colour AS T2 ON T1.hair_colour_id = T2.id INNER JOIN race AS T3 ON T1.race_id = T3.id INNER JOIN gender AS T4 ON T1.gender_id = T4.id WHERE T2.colour = 'Blue' AND T4.gender = 'Male',True,False,False,['JOIN'],JOIN,
818,superhero,"Among the bad superheroes, what is the percentage of female superheroes?",SELECT CAST(COUNT(CASE WHEN T3.gender = 'Female' THEN T1.id ELSE NULL END) AS REAL) * 100 / COUNT(T1.id) FROM superhero AS T1 INNER JOIN alignment AS T2 ON T1.alignment_id = T2.id INNER JOIN gender AS T3 ON T1.gender_id = T3.id WHERE T2.alignment = 'Bad',True,False,False,['JOIN'],JOIN,
819,superhero,"In superheroes with missing weight data, calculate the difference between the number of superheroes with blue eyes and no eye color.",SELECT SUM(CASE WHEN T2.id = 7 THEN 1 ELSE 0 END) - SUM(CASE WHEN T2.id = 1 THEN 1 ELSE 0 END) FROM superhero AS T1 INNER JOIN colour AS T2 ON T1.eye_colour_id = T2.id WHERE T1.weight_kg = 0 OR T1.weight_kg is NULL,True,False,False,['JOIN'],JOIN,
820,superhero,How strong is the Hulk?,SELECT T2.attribute_value FROM superhero AS T1 INNER JOIN hero_attribute AS T2 ON T1.id = T2.hero_id INNER JOIN attribute AS T3 ON T2.attribute_id = T3.id WHERE T1.superhero_name = 'Hulk' AND T3.attribute_name = 'Strength',True,False,False,['JOIN'],JOIN,
821,superhero,List down Ajax's superpowers.,SELECT T3.power_name FROM superhero AS T1 INNER JOIN hero_power AS T2 ON T1.id = T2.hero_id INNER JOIN superpower AS T3 ON T2.power_id = T3.id WHERE T1.superhero_name = 'Ajax',True,False,False,['JOIN'],JOIN,
822,superhero,How many green-skinned villains are there in the superhero universe?,SELECT COUNT(T1.id) FROM superhero AS T1 INNER JOIN alignment AS T2 ON T1.alignment_id = T2.id INNER JOIN colour AS T3 ON T1.skin_colour_id = T3.id WHERE T2.alignment = 'Bad' AND T3.colour = 'Green',True,False,False,['JOIN'],JOIN,
823,superhero,How many female superheroes are in Marvel Comics?,SELECT COUNT(T1.id) FROM superhero AS T1 INNER JOIN publisher AS T2 ON T1.publisher_id = T2.id INNER JOIN gender AS T3 ON T1.gender_id = T3.id WHERE T2.publisher_name = 'Marvel Comics' AND T3.gender = 'Female',True,False,False,['JOIN'],JOIN,
824,superhero,Identify superheroes who can control wind and list their names in alphabetical order.,SELECT T1.superhero_name FROM superhero AS T1 INNER JOIN hero_power AS T2 ON T1.id = T2.hero_id INNER JOIN superpower AS T3 ON T2.power_id = T3.id WHERE T3.power_name = 'Wind Control' ORDER BY T1.superhero_name,True,False,False,['JOIN'],JOIN,
825,superhero,Identify the gender of the superhero who has the ability of Phoenix Force.,SELECT T4.gender FROM superhero AS T1 INNER JOIN hero_power AS T2 ON T1.id = T2.hero_id INNER JOIN superpower AS T3 ON T2.power_id = T3.id INNER JOIN gender AS T4 ON T1.gender_id = T4.id WHERE T3.power_name = 'Phoenix Force',True,False,False,['JOIN'],JOIN,
826,superhero,Identify the heaviest superhero in DC Comics.,SELECT T1.superhero_name FROM superhero AS T1 INNER JOIN publisher AS T2 ON T1.publisher_id = T2.id WHERE T2.publisher_name = 'DC Comics' ORDER BY T1.weight_kg DESC LIMIT 1,True,False,False,['JOIN'],JOIN,
827,superhero,What is the average height of a non-human superhero in Dark Horse Comics?,SELECT AVG(T1.height_cm) FROM superhero AS T1 INNER JOIN publisher AS T2 ON T1.publisher_id = T2.id INNER JOIN race AS T3 ON T1.race_id = T3.id WHERE T2.publisher_name = 'Dark Horse Comics' AND T3.race != 'Human',True,False,False,['JOIN'],JOIN,
828,superhero,Count the fastest superheroes.,SELECT COUNT(T3.superhero_name) FROM hero_attribute AS T1 INNER JOIN attribute AS T2 ON T1.attribute_id = T2.id INNER JOIN superhero AS T3 ON T1.hero_id = T3.id WHERE T2.attribute_name = 'Speed' AND T1.attribute_value = 100,True,False,False,['JOIN'],JOIN,
